repo_key,repo_url,python_ratio,java_ratio,javascript_ratio,typescript_ratio,kotlin_ratio,dart_ratio,swift_ratio,csharp_ratio,cpp_ratio,html_ratio,css_ratio,go_ratio,php_ratio,ruby_ratio,solidity_ratio,has_spring,has_fastapi,has_django,has_flask,has_express,has_nestjs,has_react,has_nextjs,has_vue,has_flutter,has_react_native,has_unity,has_unreal,has_pytorch,has_tensorflow,has_yolo,has_opencv,has_streamlit,has_docker,has_kubernetes,has_aws,has_terraform,has_github_actions,has_jenkins,has_solidity,kw_backend,kw_api,kw_database,kw_auth,kw_orm,kw_frontend,kw_ui,kw_seo,kw_ai,kw_model,kw_cv,kw_data,kw_devops,kw_container,kw_cloud,kw_monitoring,kw_mobile,kw_flutter,kw_kotlin,kw_swift,kw_game,kw_blockchain,profile_text_len,profile_token_count,profile_keyword_count,github_score,total_valid_loc,total_evidence_loc,total_commits_analyzed,has_tests,has_cicd,has_deployment,readme_has_image,test_ratio,source_file_count,avg_loc_per_file,readme_len,label
pointfreeco/swift-composable-architecture,https://github.com/pointfreeco/swift-composable-architecture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,93,21,3,20.0,0.0,0.0,0.0,1,1,1,1,0.3013555787278415,959.0,0.0,1500,iOS
airbnb/lottie-ios,https://github.com/airbnb/lottie-ios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,97,21,3,20.0,0.0,0.0,0.0,1,1,1,1,0.8475867908552075,2362.0,0.0,1500,iOS
SwiftyJSON/SwiftyJSON,https://github.com/SwiftyJSON/SwiftyJSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88,20,3,20.0,0.0,0.0,0.0,1,1,1,1,0.38181818181818183,55.0,0.0,1500,iOS
SnapKit/SnapKit,https://github.com/SnapKit/SnapKit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,1,2.0,0.0,0.0,0.0,0,0,0,1,0.031746031746031744,63.0,0.0,1500,iOS
yonaskolb/XcodeGen,https://github.com/yonaskolb/XcodeGen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,115,25,5,85.2,5052.0,497.0,75.0,1,1,1,1,0.7165605095541401,314.0,16.1,1500,iOS
tuist/tuist,https://github.com/tuist/tuist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,169,32,5,20.0,0.0,0.0,0.0,1,1,1,0,0.3842920353982301,9040.0,0.0,1500,iOS
godotengine/godot,https://github.com/godotengine/godot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,129,27,3,15.0,0.0,0.0,0.0,1,1,1,1,0.13635619577672287,12218.0,0.0,1500,게임 클라이언트
Unity-Technologies/ml-agents,https://github.com/Unity-Technologies/ml-agents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,128,26,5,15.0,0.0,0.0,0.0,1,1,1,1,0.1863932898415657,1073.0,0.0,1500,게임 클라이언트
libsdl-org/SDL,https://github.com/libsdl-org/SDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,110,24,3,20.0,0.0,0.0,0.0,1,1,1,0,0.20499279884781565,2083.0,0.0,479,게임 클라이언트
raysan5/raylib,https://github.com/raysan5/raylib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,110,25,4,90.6,6505.0,269.0,75.0,0,1,1,1,0.012718600953895072,1258.0,5.2,1500,게임 클라이언트
cocos/cocos-engine,https://github.com/cocos/cocos-engine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,135,28,5,15.0,0.0,0.0,0.0,1,1,1,1,0.0632292058712834,5314.0,0.0,1500,게임 클라이언트
ocornut/imgui,https://github.com/ocornut/imgui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,95,21,4,72.9,1646.0,426.0,75.0,0,1,1,1,0.0,220.0,7.5,1500,게임 클라이언트
bevyengine/bevy,https://github.com/bevyengine/bevy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,117,25,3,15.0,0.0,0.0,0.0,1,1,1,1,0.06863468634686347,2710.0,0.0,1500,게임 클라이언트
MonoGame/MonoGame,https://github.com/MonoGame/MonoGame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,109,24,4,20.0,0.0,0.0,0.0,1,1,1,1,0.30196936542669583,1828.0,0.0,1500,게임 클라이언트
openmw/openmw,https://github.com/openmw/openmw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,98,20,3,10.0,0.0,0.0,0.0,0,1,1,0,0.03355893965031021,3546.0,0.0,1500,게임 클라이언트
urho3d/Urho3D,https://github.com/urho3d/Urho3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,100,20,3,10.0,0.0,0.0,0.0,0,1,1,1,0.006317119393556538,4749.0,0.0,1500,게임 클라이언트
heroiclabs/nakama,https://github.com/heroiclabs/nakama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,96,21,3,20.0,0.0,0.0,0.0,1,1,1,0,0.24482758620689654,290.0,0.0,1500,게임 서버
colyseus/colyseus,https://github.com/colyseus/colyseus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,118,25,3,20.0,0.0,0.0,0.0,1,1,1,0,0.23106060606060605,264.0,0.0,1500,게임 서버
PlayFab/thundernetes,https://github.com/PlayFab/thundernetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,113,24,2,20.0,0.0,0.0,0.0,1,1,1,1,0.3357664233576642,137.0,0.0,1500,게임 서버
Agones/Agones,https://github.com/Agones/Agones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,8,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,게임 서버
skynetservices/skynet,https://github.com/skynetservices/skynet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,2,10.0,0.0,0.0,0.0,1,0,0,1,0.25925925925925924,54.0,0.0,1500,게임 서버
apache/dolphinscheduler,https://github.com/apache/dolphinscheduler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,183,32,3,15.0,0.0,0.0,0.0,1,1,1,1,0.1713747645951036,3717.0,0.0,1500,게임 서버
bitnami-labs/sealed-secrets,https://github.com/bitnami-labs/sealed-secrets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,118,26,5,15.0,0.0,0.0,0.0,1,1,1,1,0.12626262626262627,198.0,0.0,1500,게임 서버
zeromq/libzmq,https://github.com/zeromq/libzmq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,105,22,4,20.0,0.0,0.0,0.0,1,1,1,1,0.21558441558441557,770.0,0.0,1500,게임 서버
akka/akka,https://github.com/akka/akka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,114,25,5,20.0,0.0,0.0,0.0,1,1,1,0,0.5147130946542423,4078.0,0.0,1500,게임 서버
etcd-io/etcd,https://github.com/etcd-io/etcd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,99,22,5,20.0,0.0,0.0,0.0,1,1,1,1,0.43837638376383764,1355.0,0.0,1500,게임 서버
kubernetes/kubernetes,https://github.com/kubernetes/kubernetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,121,20,4,10.0,0.0,0.0,0.0,1,0,1,1,0.47052187852520333,16843.0,0.0,1500,devops/시스템 엔지니어
hashicorp/terraform,https://github.com/hashicorp/terraform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,147,26,4,20.0,0.0,0.0,0.0,1,1,1,0,0.4935972060535506,2577.0,0.0,1500,devops/시스템 엔지니어
ansible/ansible,https://github.com/ansible/ansible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,76,14,2,10.0,0.0,0.0,0.0,1,0,0,1,0.785451197053407,3258.0,0.0,1500,devops/시스템 엔지니어
prometheus/prometheus,https://github.com/prometheus/prometheus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,124,24,3,20.0,0.0,0.0,0.0,1,1,1,1,0.35695067264573993,1115.0,0.0,1500,devops/시스템 엔지니어
grafana/grafana,https://github.com/grafana/grafana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,153,29,4,20.0,0.0,0.0,0.0,1,1,1,1,0.2817373223980594,17314.0,0.0,1500,devops/시스템 엔지니어
helm/helm,https://github.com/helm/helm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,152,27,2,20.0,0.0,0.0,0.0,1,1,1,1,0.6479190101237345,889.0,0.0,1500,devops/시스템 엔지니어
argoproj/argo-cd,https://github.com/argoproj/argo-cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,175,30,3,20.0,0.0,0.0,0.0,1,1,1,1,0.24763860369609855,2435.0,0.0,1500,devops/시스템 엔지니어
fluxcd/flux2,https://github.com/fluxcd/flux2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,141,25,2,20.0,0.0,0.0,0.0,1,1,1,1,0.3854625550660793,454.0,0.0,1500,devops/시스템 엔지니어
istio/istio,https://github.com/istio/istio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,104,21,4,10.0,0.0,0.0,0.0,1,0,1,1,0.5427295918367347,3136.0,0.0,1500,devops/시스템 엔지니어
elastic/elasticsearch,https://github.com/elastic/elasticsearch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,135,27,5,20.0,0.0,0.0,0.0,1,1,1,0,0.4808803595633873,28034.0,0.0,1500,devops/시스템 엔지니어
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88,20,3,20.0,0.0,0.0,0.0,1,1,1,1,0.39195148842337374,1814.0,0.0,1500,블록체인
hyperledger/fabric,https://github.com/hyperledger/fabric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,109,24,3,20.0,0.0,0.0,0.0,1,1,1,1,0.43278943278943277,2574.0,0.0,1500,블록체인
paritytech/polkadot-sdk,https://github.com/paritytech/polkadot-sdk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,101,23,4,15.0,0.0,0.0,0.0,1,1,1,1,0.1989156626506024,8300.0,0.0,1500,블록체인
solana-labs/solana,https://github.com/solana-labs/solana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88,20,3,15.0,0.0,0.0,0.0,1,1,1,1,0.08635394456289978,1876.0,0.0,1500,블록체인
bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88,20,3,20.0,0.0,0.0,0.0,1,1,1,0,0.3421259842519685,2540.0,0.0,1500,블록체인
stellar/stellar-core,https://github.com/stellar/stellar-core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,87,20,3,20.0,0.0,0.0,0.0,1,1,1,1,0.5552575107296137,1864.0,0.0,972,블록체인
cardano-foundation/cardano-wallet,https://github.com/cardano-foundation/cardano-wallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,96,21,3,20.0,0.0,0.0,0.0,1,1,1,0,0.5545977011494253,1740.0,0.0,1500,블록체인
ava-labs/avalanchego,https://github.com/ava-labs/avalanchego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,109,24,4,20.0,0.0,0.0,0.0,1,1,1,0,0.5244247073072265,4954.0,0.0,1500,블록체인
Uniswap/v3-core,https://github.com/Uniswap/v3-core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,150,28,3,20.0,0.0,0.0,0.0,1,1,1,1,0.5625,112.0,0.0,1500,블록체인
OpenZeppelin/openzeppelin-contracts,https://github.com/OpenZeppelin/openzeppelin-contracts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,179,30,3,20.0,0.0,0.0,0.0,1,1,1,1,0.2981366459627329,805.0,0.0,1500,블록체인
apache/spark,https://github.com/apache/spark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,130,26,4,20.0,0.0,0.0,0.0,1,1,1,1,0.759992846284539,22366.0,0.0,1500,빅데이터 엔지니어
apache/hadoop,https://github.com/apache/hadoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,96,21,3,20.0,0.0,0.0,0.0,1,1,1,0,0.3486375008452228,14789.0,0.0,165,빅데이터 엔지니어
apache/flink,https://github.com/apache/flink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,126,26,4,20.0,0.0,0.0,0.0,1,1,1,0,0.5427436219155165,23910.0,0.0,1500,빅데이터 엔지니어
apache/airflow,https://github.com/apache/airflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,167,30,4,20.0,0.0,0.0,0.0,1,1,1,1,0.3524502840909091,11264.0,0.0,1500,빅데이터 엔지니어
trinodb/trino,https://github.com/trinodb/trino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,131,26,4,20.0,0.0,0.0,0.0,1,1,1,0,0.4437920776577423,12774.0,0.0,1500,빅데이터 엔지니어
prestodb/presto,https://github.com/prestodb/presto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,110,24,4,20.0,0.0,0.0,0.0,1,1,1,1,0.35727378770204965,12002.0,0.0,1500,빅데이터 엔지니어
delta-io/delta,https://github.com/delta-io/delta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,115,24,3,20.0,0.0,0.0,0.0,1,1,1,1,0.40796306982111946,3466.0,0.0,1500,빅데이터 엔지니어
dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,130,27,5,20.0,0.0,0.0,0.0,1,1,1,1,0.6005154639175257,776.0,0.0,1500,빅데이터 엔지니어
apache/kafka,https://github.com/apache/kafka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,137,27,4,20.0,0.0,0.0,0.0,1,1,1,1,0.4169166166766647,6668.0,0.0,1500,빅데이터 엔지니어
apache/druid,https://github.com/apache/druid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,119,25,6,20.0,0.0,0.0,0.0,1,1,1,1,0.5112282623579351,14606.0,0.0,1500,빅데이터 엔지니어
